setup
TCCR3B = 3
/setup
Roopsa_Ultrasonic_20cm
3889	1002	4008	71.01
3989	984	3936	69.75
4089	1015	4060	71.91
4189	1008	4032	71.43
4289	989	3956	70.10
4389	1022	4088	72.40
4489	1016	4064	71.98
4589	1003	4012	71.08
4689	1028	4112	72.82
4789	1028	4112	72.82
4889	1009	4036	71.50
4989	1028	4112	72.82
5089	1028	4112	72.82
5189	1016	4064	71.98
5289	1003	4012	71.08
5389	1047	4188	74.15
5489	1028	4112	72.82
5590	1009	4036	71.50
5689	1016	4064	71.98
5789	1034	4136	73.24
5890	1022	4088	72.40
5989	1022	4088	72.40
6089	1003	4012	71.08
6190	1022	4088	72.40
6289	1028	4112	72.82
6389	1141	4564	80.72
6490	1135	4540	80.30
6589	1003	4012	71.08
6689	1021	4084	72.33
6790	1115	4460	78.90
6890	1128	4512	79.81
6990	1054	4216	74.64
7090	1047	4188	74.15
7190	1041	4164	73.73
7290	1022	4088	72.40
7390	1122	4488	79.39
7490	1015	4060	71.91
7590	1128	4512	79.81
7690	1041	4164	73.73
7790	1053	4212	74.57
7890	1047	4188	74.15
7990	1003	4012	71.08
8090	1021	4084	72.33
8190	1048	4192	74.22
8290	1016	4064	71.98
8390	1035	4140	73.31
8491	1022	4088	72.40
8590	1022	4088	72.40
8690	1002	4008	71.01
8791	1029	4116	72.89
8890	1035	4140	73.31
8990	1016	4064	71.98
9091	1041	4164	73.73
9190	1041	4164	73.73
9290	1022	4088	72.40
9391	1009	4036	71.50
9490	1016	4064	71.98
9590	1034	4136	73.24
9691	1022	4088	72.40
9790	1022	4088	72.40
9890	1002	4008	71.01
9990	1002	4008	71.01
10090	996	3984	70.59
10190	1116	4464	78.97
10290	1116	4464	78.97
10390	996	3984	70.59
10490	1022	4088	72.40
10590	1122	4488	79.39
10690	1134	4536	80.23
10790	1128	4512	79.81
10890	1128	4512	79.81
10990	1115	4460	78.90
11090	1134	4536	80.23
11190	1028	4112	72.82
11290	1022	4088	72.40
11390	1003	4012	71.08
11490	1047	4188	74.15
11590	1127	4508	79.74
11691	1047	4188	74.15
11790	1016	4064	71.98
11890	1003	4012	71.08
11991	984	3936	69.75
12090	983	3932	69.68
12190	1008	4032	71.43
12291	1028	4112	72.82
12390	1003	4012	71.08
12490	1015	4060	71.91
12591	1002	4008	71.01
12690	1134	4536	80.23
12790	1028	4112	72.82
12891	1109	4436	78.48
12990	1009	4036	71.50
13090	1028	4112	72.82
13190	1029	4116	72.89
13290	983	3932	69.68
13390	1002	4008	71.01
13490	1078	4312	76.32
13590	989	3956	70.10
13690	1009	4036	71.50
13790	1009	4036	71.50
13890	1035	4140	73.31
13990	983	3932	69.68
14090	1015	4060	71.91
14190	1009	4036	71.50
14290	1028	4112	72.82
14390	996	3984	70.59
14490	1016	4064	71.98
14590	1009	4036	71.50
14690	1003	4012	71.08
14790	1021	4084	72.33
14891	1009	4036	71.50
14990	1009	4036	71.50
15090	1028	4112	72.82
15191	1054	4216	74.64
15290	1022	4088	72.40
15390	1003	4012	71.08
15491	1028	4112	72.82
15590	1028	4112	72.82
15690	1009	4036	71.50
15791	1035	4140	73.31
15890	997	3988	70.66
15990	1021	4084	72.33
16091	1047	4188	74.15
16190	1009	4036	71.50
16290	1028	4112	72.82
16390	997	3988	70.66
16490	1021	4084	72.33
16590	1003	4012	71.08
16690	1002	4008	71.01
16790	984	3936	69.75
16890	1009	4036	71.50
16990	977	3908	69.26
17090	990	3960	70.17
17190	1016	4064	71.98
17290	983	3932	69.68
17390	1002	4008	71.01
17490	983	3932	69.68
17590	997	3988	70.66
17690	1009	4036	71.50
17790	1003	4012	71.08
17890	1003	4012	71.08
17990	983	3932	69.68
18091	1009	4036	71.50
18190	1009	4036	71.50
18290	996	3984	70.59
18391	977	3908	69.26
18490	1009	4036	71.50
18590	1003	4012	71.08
18691	1022	4088	72.40
18790	996	3984	70.59
18890	1009	4036	71.50
18991	996	3984	70.59
19090	1002	4008	71.01
19190	983	3932	69.68
19291	1047	4188	74.15
19390	1009	4036	71.50
19490	1028	4112	72.82
19590	996	3984	70.59
19690	984	3936	69.75
19790	1034	4136	73.24
19890	1009	4036	71.50
19990	1022	4088	72.40
20090	1047	4188	74.15
20190	1009	4036	71.50
20290	990	3960	70.17
20390	1015	4060	71.91
20490	1022	4088	72.40
20590	1134	4536	80.23
20690	1028	4112	72.82
20790	1028	4112	72.82
20890	1115	4460	78.90
20990	1134	4536	80.23
21090	1034	4136	73.24
21190	1015	4060	71.91
21291	1078	4312	76.32
21390	1009	4036	71.50
21490	1028	4112	72.82
21591	1046	4184	74.08
21690	1008	4032	71.43
21790	1035	4140	73.31
21891	1015	4060	71.91
21990	1015	4060	71.91
22090	1002	4008	71.01
22191	1022	4088	72.40
22290	989	3956	70.10
22390	1115	4460	78.90
22491	1003	4012	71.08
22590	1002	4008	71.01
22690	1021	4084	72.33
22790	1022	4088	72.40
22890	1009	4036	71.50
22990	1028	4112	72.82
23090	990	3960	70.17
23190	1015	4060	71.91
23290	1002	4008	71.01
23390	1009	4036	71.50
23490	990	3960	70.17
23590	1015	4060	71.91
23690	1009	4036	71.50
23790	1002	4008	71.01
23890	983	3932	69.68
23990	984	3936	69.75
24090	1009	4036	71.50
24190	1028	4112	72.82
24290	1134	4536	80.23
24390	1021	4084	72.33
24491	1115	4460	78.90
24590	1134	4536	80.23
24690	1028	4112	72.82
24791	1128	4512	79.81
24890	1135	4540	80.30
24990	1135	4540	80.30
25091	1128	4512	79.81
25190	1059	4236	74.99
25290	1135	4540	80.30
25391	1028	4112	72.82
25490	1029	4116	72.89
25590	1128	4512	79.81
25691	1135	4540	80.30
25790	1141	4564	80.72
25890	1028	4112	72.82
25990	1135	4540	80.30
26090	1009	4036	71.50
26190	1135	4540	80.30
26290	1135	4540	80.30
26390	1141	4564	80.72
26490	1141	4564	80.72
26590	1134	4536	80.23
26690	1135	4540	80.30
26790	1141	4564	80.72
