setup
TCCR3B = 3
/setup
Roopsa_Ultrasonic_20cm
0	2795	150	600	11.48	0.00	
1	2895	138	552	10.65	0.00	
2	2995	149	596	11.41	0.00	
3	3095	136	544	10.51	0.00	
4	3195	143	572	11.00	0.00	
5	3295	155	620	11.83	ovf	
5	3395	136	544	10.51	ovf	
5	3495	149	596	11.41	ovf	
5	3596	169	676	12.81	ovf	
5	3696	341	1364	24.83	ovf	
5	3796	329	1316	23.99	ovf	
5	3896	298	1192	21.82	ovf	
5	4065	17525	4564	80.72	ovf	
5	4097	235	940	17.42	ovf	
5	4196	216	864	16.09	ovf	
5	4296	222	888	16.51	ovf	
5	4414	4737	18948	331.94	ovf	
5	4496	299	1196	21.89	ovf	
5	4596	275	1100	20.22	ovf	
5	4697	281	1124	20.64	ovf	
5	4797	293	1172	21.47	ovf	
5	4897	299	1196	21.89	ovf	
5	4997	312	1248	22.80	ovf	
5	5166	17524	4560	80.65	ovf	
5	5198	589	2356	42.15	ovf	
5	5365	17526	4568	80.79	ovf	
5	5398	475	1900	34.19	ovf	
5	5566	17523	4556	80.58	ovf	
5	5665	17523	4556	80.58	ovf	
5	5766	17524	4560	80.65	ovf	
5	5866	17524	4560	80.65	ovf	
5	5965	17522	4552	80.51	ovf	
5	6066	17525	4564	80.72	ovf	
5	6166	17525	4564	80.72	ovf	
5	6265	17526	4568	80.79	ovf	
5	6366	17524	4560	80.65	ovf	
5	6466	17525	4564	80.72	ovf	
5	6565	17524	4560	80.65	ovf	
5	6666	17525	4564	80.72	ovf	
5	6766	17526	4568	80.79	ovf	
5	6865	17526	4568	80.79	ovf	
5	6966	17524	4560	80.65	ovf	
5	7066	17524	4560	80.65	ovf	
5	7165	17524	4560	80.65	ovf	
5	7266	17526	4568	80.79	ovf	
5	7366	17525	4564	80.72	ovf	
5	7465	17527	4572	80.86	ovf	
5	7566	17525	4564	80.72	ovf	
5	7666	17525	4564	80.72	ovf	
5	7767	17527	4572	80.86	ovf	
5	7798	397	1588	28.74	ovf	
5	7898	180	720	13.58	ovf	
5	7997	124	496	9.67	ovf	
5	8097	108	432	8.55	ovf	
5	8197	75	300	6.24	ovf	
5	8297	69	276	5.83	ovf	
5	8397	62	248	5.34	ovf	
5	8497	75	300	6.24	ovf	
5	8597	72	288	6.03	ovf	
5	8697	57	228	4.99	ovf	
5	8797	51	204	4.57	ovf	
5	8897	58	232	5.06	ovf	
5	8997	52	208	4.64	ovf	
5	9097	58	232	5.06	ovf	
5	9197	70	280	5.90	ovf	
5	9297	57	228	4.99	ovf	
5	9397	83	332	6.80	ovf	
5	9497	119	476	9.32	ovf	
5	9597	133	532	10.30	ovf	
5	9697	51	204	4.57	ovf	
5	9797	91	364	7.36	ovf	
5	9897	141	564	10.86	ovf	
5	9997	160	640	12.18	ovf	
5	10097	170	680	12.88	ovf	
5	10198	168	672	12.74	ovf	
5	10297	162	648	12.32	ovf	
5	10397	168	672	12.74	ovf	
5	10498	154	616	11.76	ovf	
5	10598	140	560	10.79	ovf	
5	10698	99	396	7.92	ovf	
5	10798	94	376	7.57	ovf	
5	10898	64	256	5.48	ovf	
5	10998	82	328	6.73	ovf	
5	11098	124	496	9.67	ovf	
5	11198	108	432	8.55	ovf	
5	11298	115	460	9.04	ovf	
5	11398	66	264	5.62	ovf	
5	11498	88	352	7.15	ovf	
5	11598	107	428	8.48	ovf	
5	11698	95	380	7.64	ovf	
5	11798	92	368	7.43	ovf	
5	11898	100	400	7.99	ovf	
5	11998	127	508	9.88	ovf	
5	12098	128	512	9.95	ovf	
5	12198	110	440	8.69	ovf	
5	12298	121	484	9.46	ovf	
5	12398	167	668	12.67	ovf	
5	12498	165	660	12.53	ovf	
5	12598	150	600	11.48	ovf	
5	12698	119	476	9.32	ovf	
5	12798	105	420	8.34	ovf	
5	12898	82	328	6.73	ovf	
5	12998	96	384	7.71	ovf	
5	13100	219	876	16.30	ovf	
5	13198	89	356	7.22	ovf	
5	13298	89	356	7.22	ovf	
5	13399	112	448	8.83	ovf	
5	13500	464	1856	33.42	ovf	
5	13598	166	664	12.60	ovf	
5	13698	142	568	10.93	ovf	
5	13798	76	304	6.31	ovf	
5	13898	87	348	7.08	ovf	
5	14067	17526	4568	80.79	ovf	
5	14099	239	956	17.70	ovf	
5	14198	153	612	11.69	ovf	
5	14298	83	332	6.80	ovf	
5	14398	101	404	8.06	ovf	
5	14499	323	1292	23.57	ovf	
5	14598	154	616	11.76	ovf	
5	14698	127	508	9.88	ovf	
5	14799	221	884	16.44	ovf	
5	14899	187	748	14.07	ovf	
5	14999	175	700	13.23	ovf	
5	15098	164	656	12.46	ovf	
5	15198	113	452	8.90	ovf	
5	15298	125	500	9.74	ovf	
5	15398	132	528	10.23	ovf	
5	15498	109	436	8.62	ovf	
5	15598	102	408	8.13	ovf	
5	15698	116	464	9.11	ovf	
5	15798	81	324	6.66	ovf	
5	15898	82	328	6.73	ovf	
5	15998	89	356	7.22	ovf	
5	16098	96	384	7.71	ovf	
5	16268	17524	4560	80.65	ovf	
5	16300	199	796	14.91	ovf	
5	16398	156	624	11.90	ovf	
5	16499	235	940	17.42	ovf	
5	16600	236	944	17.49	ovf	
5	16699	235	940	17.42	ovf	
5	16799	235	940	17.42	ovf	
5	16899	229	916	17.00	ovf	
5	16999	229	916	17.00	ovf	
5	17099	227	908	16.86	ovf	
5	17199	240	960	17.77	ovf	
