setup
TCCR3B = 3
/setup
Roopsa_Ultrasonic_20cm
0	0.00	1104	197	788	14.77	0.00	
1	0.00	1204	197	788	14.77	0.00	
2	0.00	1304	197	788	14.77	0.00	
3	0.00	1404	197	788	14.77	0.00	
4	0.00	1504	197	788	14.77	0.00	
5	0.00	1604	197	788	14.77	ovf	
5	ovf	1704	197	788	14.77	ovf	
5	ovf	1804	197	788	14.77	ovf	
5	ovf	1904	197	788	14.77	ovf	
5	ovf	2004	197	788	14.77	ovf	
5	ovf	2104	197	788	14.77	ovf	
5	ovf	2204	197	788	14.77	ovf	
5	ovf	2305	197	788	14.77	ovf	
5	ovf	2404	197	788	14.77	ovf	
5	ovf	2504	197	788	14.77	ovf	
5	ovf	2605	197	788	14.77	ovf	
5	ovf	2704	197	788	14.77	ovf	
5	ovf	2804	197	788	14.77	ovf	
5	ovf	2905	197	788	14.77	ovf	
5	ovf	3005	197	788	14.77	ovf	
5	ovf	3105	197	788	14.77	ovf	
5	ovf	3205	197	788	14.77	ovf	
5	ovf	3305	197	788	14.77	ovf	
5	ovf	3405	197	788	14.77	ovf	
5	ovf	3505	197	788	14.77	ovf	
5	ovf	3605	197	788	14.77	ovf	
5	ovf	3705	197	788	14.77	ovf	
5	ovf	3805	197	788	14.77	ovf	
5	ovf	3905	197	788	14.77	ovf	
5	ovf	4005	197	788	14.77	ovf	
5	ovf	4105	197	788	14.77	ovf	
5	ovf	4205	197	788	14.77	ovf	
5	ovf	4305	197	788	14.77	ovf	
5	ovf	4405	196	784	14.70	ovf	
5	ovf	4505	197	788	14.77	ovf	
5	ovf	4605	197	788	14.77	ovf	
5	ovf	4705	197	788	14.77	ovf	
5	ovf	4805	197	788	14.77	ovf	
5	ovf	4905	197	788	14.77	ovf	
5	ovf	5005	197	788	14.77	ovf	
5	ovf	5105	197	788	14.77	ovf	
5	ovf	5206	197	788	14.77	ovf	
5	ovf	5305	197	788	14.77	ovf	
5	ovf	5405	197	788	14.77	ovf	
5	ovf	5506	197	788	14.77	ovf	
5	ovf	5605	197	788	14.77	ovf	
5	ovf	5705	197	788	14.77	ovf	
5	ovf	5806	197	788	14.77	ovf	
5	ovf	5906	197	788	14.77	ovf	
5	ovf	6006	197	788	14.77	ovf	
5	ovf	6106	197	788	14.77	ovf	
5	ovf	6206	197	788	14.77	ovf	
5	ovf	6306	203	812	15.19	ovf	
5	ovf	6406	203	812	15.19	ovf	
5	ovf	6506	204	816	15.26	ovf	
5	ovf	6606	203	812	15.19	ovf	
5	ovf	6706	203	812	15.19	ovf	
5	ovf	6806	204	816	15.26	ovf	
5	ovf	6906	203	812	15.19	ovf	
5	ovf	7006	203	812	15.19	ovf	
5	ovf	7106	203	812	15.19	ovf	
5	ovf	7206	203	812	15.19	ovf	
5	ovf	7306	203	812	15.19	ovf	
5	ovf	7406	203	812	15.19	ovf	
5	ovf	7506	203	812	15.19	ovf	
5	ovf	7606	203	812	15.19	ovf	
5	ovf	7706	203	812	15.19	ovf	
5	ovf	7806	203	812	15.19	ovf	
5	ovf	7906	203	812	15.19	ovf	
5	ovf	8006	203	812	15.19	ovf	
5	ovf	8107	203	812	15.19	ovf	
5	ovf	8206	203	812	15.19	ovf	
5	ovf	8306	204	816	15.26	ovf	
5	ovf	8407	203	812	15.19	ovf	
5	ovf	8506	197	788	14.77	ovf	
5	ovf	8606	203	812	15.19	ovf	
5	ovf	8707	203	812	15.19	ovf	
5	ovf	8807	203	812	15.19	ovf	
5	ovf	8907	203	812	15.19	ovf	
5	ovf	9007	203	812	15.19	ovf	
5	ovf	9107	197	788	14.77	ovf	
5	ovf	9207	203	812	15.19	ovf	
5	ovf	9307	197	788	14.77	ovf	
5	ovf	9407	203	812	15.19	ovf	
5	ovf	9507	197	788	14.77	ovf	
5	ovf	9607	197	788	14.77	ovf	
5	ovf	9707	197	788	14.77	ovf	
5	ovf	9807	197	788	14.77	ovf	
5	ovf	9907	203	812	15.19	ovf	
5	ovf	10007	203	812	15.19	ovf	
5	ovf	10107	203	812	15.19	ovf	
5	ovf	10207	203	812	15.19	ovf	
5	ovf	10307	196	784	14.70	ovf	
5	ovf	10407	194	776	14.56	ovf	
5	ovf	10507	196	784	14.70	ovf	
5	ovf	10607	194	776	14.56	ovf	
