setup
TCCR3B = 3
/setup
Roopsa_Ultrasonic_20cm
0	0.00	5549	204	816	15.26	0.00	
1	0.00	5648	203	812	15.19	0.00	
2	0.00	5748	203	812	15.19	0.00	
3	0.00	5849	203	812	15.19	0.00	
4	0.00	5949	203	812	15.19	0.00	
5	0.00	6049	204	816	15.26	0.00	
5	0.00	6149	203	812	15.19	0.00	
5	0.00	6249	203	812	15.19	0.00	
5	0.00	6349	203	812	15.19	0.00	
5	0.00	6449	203	812	15.19	0.00	
5	0.00	6549	204	816	15.26	0.00	
5	0.00	6649	203	812	15.19	0.00	
5	0.00	6749	203	812	15.19	0.00	
5	0.00	6849	203	812	15.19	0.00	
5	0.00	6949	203	812	15.19	0.00	
5	0.00	7049	203	812	15.19	0.00	
5	0.00	7149	203	812	15.19	0.00	
5	0.00	7249	203	812	15.19	0.00	
5	0.00	7349	203	812	15.19	0.00	
5	0.00	7449	203	812	15.19	0.00	
5	0.00	7549	203	812	15.19	0.00	
5	0.00	7649	203	812	15.19	0.00	
5	0.00	7749	203	812	15.19	0.00	
5	0.00	7849	203	812	15.19	0.00	
5	0.00	7949	203	812	15.19	0.00	
5	0.00	8049	203	812	15.19	0.00	
5	0.00	8150	203	812	15.19	0.00	
5	0.00	8249	203	812	15.19	0.00	
5	0.00	8349	203	812	15.19	0.00	
5	0.00	8450	203	812	15.19	0.00	
5	0.00	8549	203	812	15.19	0.00	
5	0.00	8649	203	812	15.19	0.00	
5	0.00	8750	203	812	15.19	0.00	
5	0.00	8850	203	812	15.19	0.00	
5	0.00	8950	203	812	15.19	0.00	
5	0.00	9050	203	812	15.19	0.00	
5	0.00	9150	203	812	15.19	0.00	
5	0.00	9250	203	812	15.19	0.00	
5	0.00	9350	203	812	15.19	0.00	
5	0.00	9450	203	812	15.19	0.00	
5	0.00	9550	203	812	15.19	0.00	
5	0.00	9650	203	812	15.19	0.00	
5	0.00	9750	203	812	15.19	0.00	
5	0.00	9850	203	812	15.19	0.00	
5	0.00	9950	203	812	15.19	0.00	
5	0.00	10050	203	812	15.19	0.00	
5	0.00	10150	203	812	15.19	0.00	
5	0.00	10250	203	812	15.19	0.00	
5	0.00	10350	203	812	15.19	0.00	
5	0.00	10450	203	812	15.19	0.00	
5	0.00	10550	203	812	15.19	0.00	
5	0.00	10650	203	812	15.19	0.00	
5	0.00	10750	203	812	15.19	0.00	
5	0.00	10850	203	812	15.19	0.00	
5	0.00	10950	203	812	15.19	0.00	
5	0.00	11051	203	812	15.19	0.00	
5	0.00	11150	203	812	15.19	0.00	
5	0.00	11250	203	812	15.19	0.00	
5	0.00	11351	203	812	15.19	0.00	
5	0.00	11450	203	812	15.19	0.00	
