setup
TCCR3B = 3
/setup
Roopsa_Ultrasonic_20cm
0	0.00	1114	197	788	14.77	0.00	
1	0.00	1214	197	788	14.77	0.00	
2	0.00	1314	197	788	14.77	0.00	
3	0.00	1414	197	788	14.77	0.00	
4	0.00	1514	197	788	14.77	0.00	
5	0.00	1614	196	784	14.70	0.00	
5	0.00	1714	197	788	14.77	0.00	
5	0.00	1814	197	788	14.77	0.00	
5	0.00	1914	197	788	14.77	0.00	
5	0.00	2014	197	788	14.77	0.00	
5	0.00	2114	203	812	15.19	0.00	
5	0.00	2214	197	788	14.77	0.00	
5	0.00	2314	197	788	14.77	0.00	
5	0.00	2414	197	788	14.77	0.00	
5	0.00	2514	197	788	14.77	0.00	
5	0.00	2614	197	788	14.77	0.00	
5	0.00	2714	197	788	14.77	0.00	
5	0.00	2814	197	788	14.77	0.00	
5	0.00	2914	197	788	14.77	0.00	
5	0.00	3014	197	788	14.77	0.00	
5	0.00	3115	197	788	14.77	0.00	
5	0.00	3214	197	788	14.77	0.00	
5	0.00	3314	197	788	14.77	0.00	
5	0.00	3415	196	784	14.70	0.00	
5	0.00	3514	197	788	14.77	0.00	
5	0.00	3614	197	788	14.77	0.00	
5	0.00	3715	197	788	14.77	0.00	
5	0.00	3815	197	788	14.77	0.00	
5	0.00	3915	203	812	15.19	0.00	
5	0.00	4015	203	812	15.19	0.00	
5	0.00	4115	197	788	14.77	0.00	
5	0.00	4215	197	788	14.77	0.00	
5	0.00	4315	197	788	14.77	0.00	
5	0.00	4415	203	812	15.19	0.00	
5	0.00	4515	197	788	14.77	0.00	
5	0.00	4615	197	788	14.77	0.00	
5	0.00	4715	197	788	14.77	0.00	
5	0.00	4815	203	812	15.19	0.00	
5	0.00	4915	197	788	14.77	0.00	
5	0.00	5015	197	788	14.77	0.00	
5	0.00	5115	197	788	14.77	0.00	
5	0.00	5215	203	812	15.19	0.00	
5	0.00	5315	203	812	15.19	0.00	
5	0.00	5415	204	816	15.26	0.00	
5	0.00	5515	197	788	14.77	0.00	
5	0.00	5615	197	788	14.77	0.00	
5	0.00	5715	203	812	15.19	0.00	
5	0.00	5815	203	812	15.19	0.00	
5	0.00	5915	197	788	14.77	0.00	
5	0.00	6016	203	812	15.19	0.00	
5	0.00	6115	197	788	14.77	0.00	
5	0.00	6215	204	816	15.26	0.00	
5	0.00	6316	203	812	15.19	0.00	
5	0.00	6415	197	788	14.77	0.00	
5	0.00	6515	203	812	15.19	0.00	
5	0.00	6616	203	812	15.19	0.00	
5	0.00	6715	203	812	15.19	0.00	
5	0.00	6815	203	812	15.19	0.00	
5	0.00	6915	204	816	15.26	0.00	
5	0.00	7015	203	812	15.19	0.00	
5	0.00	7115	203	812	15.19	0.00	
5	0.00	7215	197	788	14.77	0.00	
5	0.00	7315	197	788	14.77	0.00	
5	0.00	7415	197	788	14.77	0.00	
5	0.00	7515	197	788	14.77	0.00	
5	0.00	7615	203	812	15.19	0.00	
