setup
TCCR3B = 3
/setup
Roopsa_Ultrasonic_20cm
0	0.00	1364	197	788	14.77	0.00	
1	0.00	1464	197	788	14.77	0.00	
2	0.00	1564	197	788	14.77	0.00	
3	0.00	1665	197	788	14.77	0.00	
4	0.00	1764	197	788	14.77	0.00	
5	0.00	1864	197	788	14.77	14.00	
5	70.00	1965	197	788	14.77	14.00	
5	70.00	2064	197	788	14.77	14.00	
5	70.00	2164	203	812	15.19	14.00	
5	70.00	2265	197	788	14.77	14.20	
5	71.00	2365	197	788	14.77	14.20	
5	71.00	2465	197	788	14.77	14.20	
5	71.00	2565	197	788	14.77	14.20	
5	71.00	2665	197	788	14.77	14.20	
5	71.00	2765	197	788	14.77	14.00	
5	70.00	2865	197	788	14.77	14.00	
5	70.00	2965	197	788	14.77	14.00	
5	70.00	3065	197	788	14.77	14.00	
5	70.00	3165	203	812	15.19	14.00	
5	70.00	3265	203	812	15.19	14.20	
5	71.00	3365	203	812	15.19	14.40	
5	72.00	3465	197	788	14.77	14.60	
5	73.00	3565	203	812	15.19	14.60	
5	73.00	3665	197	788	14.77	14.80	
5	74.00	3765	203	812	15.19	14.60	
5	73.00	3865	203	812	15.19	14.60	
5	73.00	3965	203	812	15.19	14.60	
5	73.00	4065	203	812	15.19	14.80	
5	74.00	4165	197	788	14.77	14.80	
5	74.00	4265	203	812	15.19	14.80	
5	74.00	4365	197	788	14.77	14.80	
5	74.00	4465	203	812	15.19	14.60	
5	73.00	4566	197	788	14.77	14.60	
5	73.00	4665	197	788	14.77	14.40	
5	72.00	4765	197	788	14.77	14.40	
5	72.00	4866	203	812	15.19	14.20	
5	71.00	4965	203	812	15.19	14.40	
5	72.00	5065	203	812	15.19	14.40	
5	72.00	5166	203	812	15.19	14.60	
5	73.00	5266	197	788	14.77	14.80	
5	74.00	5366	197	788	14.77	14.80	
5	74.00	5466	203	812	15.19	14.60	
5	73.00	5566	203	812	15.19	14.60	
5	73.00	5666	197	788	14.77	14.60	
5	73.00	5766	197	788	14.77	14.40	
5	72.00	5866	203	812	15.19	14.40	
5	72.00	5966	203	812	15.19	14.60	
5	73.00	6066	197	788	14.77	14.60	
5	73.00	6166	197	788	14.77	14.40	
5	72.00	6266	197	788	14.77	14.40	
5	72.00	6366	197	788	14.77	14.40	
5	72.00	6466	197	788	14.77	14.20	
5	71.00	6566	197	788	14.77	14.00	
5	70.00	6666	197	788	14.77	14.00	
5	70.00	6766	203	812	15.19	14.00	
5	70.00	6866	203	812	15.19	14.20	
5	71.00	6966	203	812	15.19	14.40	
5	72.00	7066	197	788	14.77	14.60	
5	73.00	7166	197	788	14.77	14.60	
5	73.00	7266	197	788	14.77	14.60	
5	73.00	7366	197	788	14.77	14.40	
5	72.00	7467	203	812	15.19	14.20	
5	71.00	7566	203	812	15.19	14.20	
5	71.00	7666	197	788	14.77	14.40	
5	72.00	7767	197	788	14.77	14.40	
5	72.00	7866	197	788	14.77	14.40	
5	72.00	7966	197	788	14.77	14.40	
5	72.00	8067	197	788	14.77	14.20	
5	71.00	8167	197	788	14.77	14.00	
5	70.00	8267	197	788	14.77	14.00	
5	70.00	8367	197	788	14.77	14.00	
5	70.00	8467	203	812	15.19	14.00	
5	70.00	8567	197	788	14.77	14.20	
5	71.00	8667	197	788	14.77	14.20	
5	71.00	8767	197	788	14.77	14.20	
5	71.00	8867	197	788	14.77	14.20	
5	71.00	8967	197	788	14.77	14.20	
5	71.00	9067	197	788	14.77	14.00	
5	70.00	9167	197	788	14.77	14.00	
5	70.00	9267	203	812	15.19	14.00	
5	70.00	9367	203	812	15.19	14.20	
5	71.00	9467	203	812	15.19	14.40	
5	72.00	9567	197	788	14.77	14.60	
5	73.00	9667	203	812	15.19	14.60	
5	73.00	9767	203	812	15.19	14.80	
5	74.00	9867	203	812	15.19	14.80	
5	74.00	9967	190	760	14.28	14.80	
5	74.00	10067	190	760	14.28	14.60	
5	73.00	10167	203	812	15.19	14.60	
5	73.00	10267	203	812	15.19	14.60	
5	73.00	10368	190	760	14.28	14.60	
5	73.00	10467	197	788	14.77	14.40	
5	72.00	10567	203	812	15.19	14.40	
5	72.00	10668	203	812	15.19	14.60	
5	73.00	10767	204	816	15.26	14.60	
5	73.00	10867	203	812	15.19	14.60	
5	73.00	10968	190	760	14.28	14.80	
5	74.00	11067	203	812	15.19	14.80	
5	74.00	11167	203	812	15.19	14.80	
5	74.00	11267	203	812	15.19	14.80	
5	74.00	11367	197	788	14.77	14.80	
5	74.00	11467	197	788	14.77	14.60	
5	73.00	11567	197	788	14.77	14.60	
5	73.00	11667	197	788	14.77	14.40	
5	72.00	11767	197	788	14.77	14.20	
5	71.00	11867	197	788	14.77	14.00	
5	70.00	11967	197	788	14.77	14.00	
5	70.00	12067	203	812	15.19	14.00	
5	70.00	12167	197	788	14.77	14.20	
5	71.00	12267	197	788	14.77	14.20	
5	71.00	12367	197	788	14.77	14.20	
5	71.00	12467	197	788	14.77	14.20	
5	71.00	12567	197	788	14.77	14.20	
5	71.00	12666	68	272	5.76	14.00	
5	70.00	12767	230	920	17.07	12.20	
5	61.00	12867	220	880	16.37	12.80	
5	64.00	12967	214	856	15.96	13.20	
5	66.00	13067	219	876	16.30	13.40	
5	67.00	13167	216	864	16.09	13.80	
5	69.00	13267	216	864	16.09	16.00	
5	80.00	13367	230	920	17.07	15.80	
5	79.00	13466	46	184	4.22	16.00	
5	80.00	13566	65	260	5.55	13.80	
5	69.00	13667	267	1068	19.66	11.60	
5	58.00	13767	248	992	18.33	12.20	
5	61.00	13868	284	1136	20.85	12.60	
5	63.00	13967	255	1020	18.82	13.20	
5	66.00	14066	48	192	4.36	16.00	
5	80.00	14168	263	1052	19.38	15.80	
5	79.00	14267	266	1064	19.59	15.80	
5	79.00	14367	135	540	10.44	16.00	
5	80.00	14466	51	204	4.57	14.00	
5	70.00	14566	54	216	4.78	11.20	
5	56.00	14666	72	288	6.03	11.20	
5	56.00	14767	82	328	6.73	8.60	
5	43.00	14867	108	432	8.55	6.00	
5	30.00	14967	82	328	6.73	5.60	
5	28.00	15067	137	548	10.58	6.00	
5	30.00	15237	17536	4608	81.49	7.20	
5	36.00	15337	17534	4600	81.35	22.20	
5	111.00	15367	72	288	6.03	37.20	
5	186.00	15467	78	312	6.45	36.80	
5	184.00	15567	78	312	6.45	36.80	
5	184.00	15667	78	312	6.45	36.00	
5	180.00	15767	71	284	5.97	21.00	
5	105.00	15867	72	288	6.03	5.80	
5	29.00	15967	78	312	6.45	5.80	
5	29.00	16066	71	284	5.97	5.80	
5	29.00	16237	17534	4600	81.35	5.60	
5	28.00	16267	89	356	7.22	20.60	
5	103.00	16367	203	812	15.19	21.00	
5	105.00	16467	197	788	14.77	22.80	
5	114.00	16567	197	788	14.77	24.40	
5	122.00	16667	197	788	14.77	26.20	
5	131.00	16768	197	788	14.77	12.80	
5	64.00	16867	197	788	14.77	14.20	
