1857	0.00	0.00	0.00	0.00	0.00
1872	0.00	0.00	0.00	0.00	0.00
1889	0.00	0.00	0.00	0.00	0.00
1905	0.00	0.00	0.00	0.00	0.00
1921	0.00	0.00	0.00	0.00	0.00
1937	0.00	0.00	0.00	0.00	0.00
1952	0.00	0.00	0.00	0.00	0.00
1969	0.00	0.00	0.00	0.00	0.00
1985	0.00	0.00	0.00	0.00	0.00
2000	0.00	0.00	0.00	0.00	0.00
2017	0.00	0.00	0.00	0.00	0.00
2033	0.00	0.00	0.00	0.00	0.00
2049	0.00	0.00	0.00	0.00	0.00
2065	0.00	0.00	0.00	0.00	0.00
2080	0.00	0.00	0.00	0.00	0.00
2097	0.00	0.00	0.00	0.00	0.00
2113	0.00	0.00	0.00	0.00	0.00
2128	0.00	0.00	0.00	0.00	0.00
2145	0.00	0.00	0.00	0.00	0.00
2161	0.00	0.00	0.00	0.00	0.00
2177	0.00	0.00	0.00	0.00	0.00
2193	0.00	0.00	0.00	0.00	0.00
2208	0.00	0.00	0.00	0.00	0.00
2225	0.00	0.00	0.00	0.00	0.00
2241	0.00	0.00	0.00	0.00	0.00
2256	0.00	0.00	0.00	0.00	0.00
2273	0.00	0.00	0.00	0.00	0.00
2289	0.00	0.00	0.00	0.00	0.00
2305	0.00	0.00	0.00	0.00	0.00
2321	0.00	0.00	0.00	0.00	0.00
2336	0.00	0.00	0.00	0.00	0.00
2353	0.00	0.00	0.00	0.00	0.00
2369	0.00	0.00	0.00	0.00	0.00
2384	0.00	0.00	0.00	0.00	0.00
2401	0.00	0.00	0.00	0.00	0.00
2417	0.00	0.00	0.00	0.00	0.00
2433	0.00	0.00	0.00	0.00	0.00
2449	0.00	0.00	0.00	0.00	0.00
2464	0.00	0.00	0.00	0.00	0.00
2481	0.00	0.00	0.00	0.00	0.00
2497	0.00	0.00	0.00	0.00	0.00
1
2512	0.00	0.00	0.00	0.00	0.00
2529	0.00	0.00	0.00	0.00	0.00
2545	0.00	0.00	0.00	0.00	0.00
2561	0.00	0.00	0.00	0.00	0.00
2577	0.00	0.00	0.00	0.00	0.00
2592	0.00	0.00	0.00	0.00	0.00
2609	0.00	0.00	0.00	0.00	0.00
2625	0.00	0.00	0.00	0.00	0.00
2640	0.00	0.00	0.00	0.00	0.00
2657	0.00	0.00	0.00	0.00	0.00
2673	0.00	0.00	0.00	0.00	0.00
2689	0.00	0.00	0.00	0.00	0.00
2705	0.00	0.00	0.00	0.00	0.00
2720	0.00	0.00	0.00	0.00	0.00
2737	0.00	0.00	0.00	0.00	0.00
2753	0.00	0.00	0.00	0.00	0.00
2768	0.00	0.00	0.00	0.00	0.00
2785	0.00	0.00	0.00	0.00	0.00
2801	0.00	0.00	0.00	0.00	0.00
2817	0.00	0.00	0.00	0.00	0.00
2833	0.00	0.00	0.00	0.00	0.00
2848	0.00	0.00	0.00	0.00	0.00
2865	0.00	0.00	0.00	0.00	0.00
2881	0.00	0.00	0.00	0.00	0.00
2896	0.00	0.00	0.00	0.00	0.00
2913	0.00	0.00	0.00	0.00	0.00
2929	0.00	0.00	0.00	0.00	0.00
2945	0.00	0.00	0.00	0.00	0.00
2961	0.00	0.00	0.00	0.00	0.00
2976	0.00	0.00	0.00	0.00	0.00
2993	0.00	0.00	0.00	0.00	0.00
3009	0.00	0.00	0.00	0.00	0.00
3024	0.00	0.00	0.00	0.00	0.00
3041	0.00	0.00	0.00	0.00	0.00
3057	0.00	0.00	0.00	0.00	0.00
3073	0.00	0.00	0.00	0.00	0.00
3089	0.00	0.00	0.00	0.00	0.00
3104	0.00	0.00	0.00	0.00	0.00
3121	0.00	0.00	0.00	0.00	0.00
3137	0.00	0.00	0.00	0.00	0.00
3152	0.00	0.00	0.00	0.00	0.00
3169	0.00	0.00	0.00	0.00	0.00
3185	0.00	0.00	0.00	0.00	0.00
3201	0.00	0.00	0.00	0.00	0.00
3217	0.00	0.00	0.00	0.00	0.00
3232	0.00	0.00	0.00	0.00	0.00
3249	0.00	0.00	0.00	0.00	0.00
3265	0.00	0.00	0.00	0.00	0.00
3280	0.00	0.00	0.00	0.00	0.00
3297	0.00	0.00	0.00	0.00	0.00
3313	0.00	0.00	0.00	0.00	0.00
3329	0.00	0.00	0.00	0.00	0.00
3345	0.00	0.00	0.00	0.00	0.00
3360	0.00	0.00	0.00	0.00	0.00
3377	0.00	0.00	0.00	0.00	0.00
3393	0.00	0.00	0.00	0.00	0.00
3408	0.00	0.00	0.00	0.00	0.00
3425	0.00	0.00	0.00	0.00	0.00
3441	0.00	0.00	0.00	0.00	0.00
3457	0.00	0.00	0.00	0.00	0.00
3473	0.00	0.00	0.00	0.00	0.00
3488	0.00	0.00	0.00	0.00	0.00
3505	0.00	0.00	0.00	0.00	0.00
3521	0.00	0.00	0.00	0.00	0.00
3536	1.88	0.00	0.00	0.00	1.88
3553	1.98	-0.00	-0.00	-0.06	6.11
3569	2.09	0.00	0.00	0.06	7.05
3585	9.61	0.00	0.00	0.00	7.52
3601	17.12	0.00	0.00	0.00	7.52
3616	24.64	0.00	0.00	0.00	7.52
3633	32.15	0.00	0.00	0.00	7.52
3649	32.28	-0.00	-0.00	-0.06	7.99
3664	40.74	-0.00	-0.00	0.00	8.46
3681	49.19	-0.01	-0.00	0.00	8.46
3697	49.32	-0.01	-0.00	-0.06	7.99
3713	57.78	-0.02	-0.00	0.00	8.46
3729	57.92	-0.02	-0.00	0.06	8.93
3745	66.38	-0.02	-0.00	0.00	8.46
3761	75.77	-0.03	-0.00	0.00	9.40
3777	84.23	-0.03	-0.00	0.00	8.46
3793	84.37	-0.03	-0.00	-0.06	8.93
3809	93.77	-0.04	-0.00	0.00	9.40
3825	103.16	-0.05	-0.00	0.00	9.40
3842	103.30	-0.05	-0.00	0.06	8.93
3857	111.76	-0.05	-0.00	0.00	8.46
3873	111.92	-0.05	-0.00	-0.06	9.87
3889	121.31	-0.06	-0.00	0.00	9.40
3905	121.46	-0.06	-0.00	0.06	8.93
3921	121.60	-0.06	-0.00	-0.06	8.93
3937	121.76	-0.06	-0.00	0.06	9.87
3953	121.90	-0.06	-0.00	-0.06	8.93
3970	122.06	-0.06	-0.00	-0.06	9.87
3985	122.20	-0.06	-0.00	0.06	8.93
4000	131.60	-0.07	-0.00	0.00	9.40
4017	140.99	-0.08	-0.00	0.00	9.40
4033	150.39	-0.09	-0.00	0.00	9.40
4049	150.53	-0.09	-0.00	0.06	8.93
4065	150.69	-0.09	-0.00	-0.06	9.87
4081	160.08	-0.10	-0.00	0.00	9.40
4097	169.48	-0.11	-0.00	0.00	9.40
4113	178.87	-0.12	-0.00	0.00	9.40
4129	179.02	-0.12	-0.00	0.06	8.93
4145	188.41	-0.13	-0.00	0.00	9.40
4161	188.57	-0.13	-0.00	-0.06	9.87
4176	197.96	-0.14	-0.00	0.00	9.40
4193	207.36	-0.15	-0.00	0.00	9.40
4209	216.75	-0.16	-0.00	0.00	9.40
4225	226.15	-0.17	-0.00	0.00	9.40
4241	226.29	-0.17	-0.00	0.06	8.93
4257	226.45	-0.17	-0.00	-0.06	9.87
4273	235.85	-0.17	-0.00	0.00	9.40
4289	245.24	-0.18	-0.00	0.00	9.40
4304	254.64	-0.19	-0.00	0.00	9.40
4321	254.78	-0.19	-0.00	0.06	8.93
4337	264.17	-0.20	-0.00	0.00	9.40
4354	264.33	-0.20	-0.00	-0.06	9.87
4369	273.73	-0.21	-0.00	0.00	9.40
4384	283.12	-0.22	-0.00	0.00	9.40
4401	292.52	-0.23	-0.00	0.00	9.40
4417	292.68	-0.23	-0.00	0.06	9.87
4432	301.13	-0.23	-0.00	0.00	8.46
4449	301.29	-0.23	-0.00	-0.06	9.87
4465	310.69	-0.24	-0.00	0.00	9.40
4482	310.84	-0.24	-0.00	0.06	9.87
4497	310.99	-0.24	-0.00	-0.06	8.93
4512	320.38	-0.25	-0.00	0.00	9.40
4530	320.53	-0.25	-0.00	0.13	9.40
4545	320.69	-0.25	-0.00	-0.06	9.87
4561	320.83	-0.25	-0.00	-0.06	8.93
4577	330.23	-0.26	-0.00	0.00	9.40
4593	330.39	-0.26	-0.00	0.06	9.87
4609	339.78	-0.27	-0.00	0.00	9.40
4625	348.24	-0.27	-0.00	0.00	8.46
4641	348.39	-0.27	-0.00	-0.06	9.87
4657	357.79	-0.28	-0.00	0.00	9.40
4673	357.95	-0.28	-0.00	0.06	9.87
4688	367.34	-0.28	-0.00	0.00	9.40
4705	367.49	-0.28	-0.00	-0.06	8.93
4721	376.88	-0.29	-0.00	0.00	9.40
4738	377.04	-0.29	-0.00	0.06	9.87
4753	386.43	-0.30	-0.00	0.00	9.40
4769	386.58	-0.30	-0.00	-0.06	8.93
4785	395.97	-0.31	-0.00	0.00	9.40
4801	396.13	-0.31	-0.00	0.06	9.87
4816	405.53	-0.31	-0.00	0.00	9.40
4833	405.67	-0.31	-0.00	-0.06	8.93
4849	415.06	-0.32	-0.00	0.00	9.40
4866	415.22	-0.32	-0.00	0.06	9.87
4881	424.62	-0.33	-0.00	0.00	9.40
